com_id,label,regis_cap,month_fou,industry_code,region
小金县成彬农产品贸易有限公司,0,5.0,11,0,aba
金川岗日卓玛土特产店（个体工商户）,0,1.0,20,0,aba
小金县煜然山居酒店（个体工商户）,0,80.0,16,2,aba
金川县兵哥建材经营部（个体工商户）,0,1.0,15,0,aba
四川省听雪酒店管理有限责任公司,0,10.0,15,3,aba
金川县笑笑超市（个体工商户）,0,10.0,5,0,aba
小金县泽登农副产品贸易有限责任公司,0,20.0,15,0,aba
金川县云盘九把锁农旅发展有限责任公司,0,5.0,9,1,aba
金川德瑞通讯店（个体工商户）,0,2.0,18,10,aba
金川县阿木穰农旅发展有限责任公司,0,20.0,9,1,aba
金川众友生鲜店（个体工商户）,0,5.0,8,0,aba
金川县伟达租赁服务部（个体工商户）,0,1.0,7,3,aba
小金县吉美祥邻民宿旅店（个体工商户）,0,10.0,6,2,aba
金川百顺金耀千辉道路运输部（个体工商户）,0,10.0,5,5,aba
金川县刺嫩芽种植家庭农场（个体工商户）,0,60.0,4,1,aba
小金县金小喜商贸有限公司,0,10.0,9,0,aba
金川福地源百货销售有限公司,0,5.0,9,0,aba
阿坝州加诚机械租赁有限公司,0,20.0,6,3,aba
金川兴梅副食销售有限公司,0,15.0,9,0,aba
金川县布基农副产品销售有限公司,0,5.0,9,1,aba
金川繁花别院管理有限责任公司,0,30.0,11,2,aba
小金县牧丰家庭农场（个体工商户）,0,10.0,16,1,aba
小金县呈喜酒店（个体工商户）,0,10.0,7,2,aba
金川县蒂豪文化传媒有限公司,0,80.0,19,2,aba
金川县恩勇副食销售有限责任公司,0,10.0,9,0,aba
金川薪火铸史堂店（个体工商户）,0,2.0,5,4,aba
小金县入藏雪山餐饮店（个体工商户）,0,5.0,20,2,aba
小金县藏马儿土特产店（个体工商户）,0,10.0,16,0,aba
金川县王好健维修租赁部（个体工商户）,0,5.0,6,3,aba
小金县悦途闲舍民宿旅店（个体工商户）,0,10.0,5,2,aba
金川培建劳务服务有限公司,0,30.0,9,3,aba
小金县鑫禾种植专业合作社,0,5.0,4,1,aba
金川千元二手汽车销售有限公司,0,50.0,18,0,aba
小金县力美养殖专业合作社,0,50.0,9,1,aba
金川县城南聚鑫烟酒店（个体工商户）,0,10.0,18,0,aba
金川山花农产品加工店（个体工商户）,0,10.0,12,4,aba
金川馨馨果蔬店（个体工商户）,0,2.0,8,0,aba
小金县兵兵机动车维修部（个体工商户）,0,5.0,8,3,aba
金川合屏商贸有限公司,0,50.0,20,0,aba
小金县十指相扣超市（个体工商户）,0,8.0,11,0,aba
小金县婷哲民宿酒店（个体工商户）,0,10.0,8,2,aba
金川雪梨酒业有限责任公司,0,10.0,6,4,aba
小金县红城蔚蓝酒店（个体工商户）,0,10.0,15,2,aba
小金县本达仓建筑装饰有限责任公司,0,50.0,9,7,aba
金川永福劳务服务有限公司,0,50.0,9,7,aba
金川县康巴益噶珠宝店（个体工商户）,0,10.0,6,4,aba
小金县潘老五农资店（个人独资）,0,6.0,13,0,aba
小金县瑞沣农产品商贸有限公司,0,1.0,11,0,aba
小金县藏东土特产店（个体工商户）,0,10.0,8,0,aba
金川县瑶浴养生馆（个体工商户）,0,8.0,7,3,aba
小金县巴姆秘境民宿旅店（个体工商户）,0,10.0,6,2,aba
金川县勒乌货物运输部（个体工商户）,0,50.0,20,5,aba
小金县美乐迪演艺中心（个人独资）,0,80.0,7,6,aba
金川平泰建材经营部（个体工商户）,0,50.0,18,0,aba
金川县阿西批发部（个体工商户）,0,30.0,17,0,aba
小金县明升土特产店（个体工商户）,0,10.0,14,0,aba
小金县泽能玛民宿旅店（个体工商户）,0,50.0,4,2,aba
金川县茗茶酒道府（个体工商户）,0,10.0,19,0,aba
金川县神工汽车服务部（个体工商户）,0,10.0,8,0,aba
金川县向青夺尔基唐卡店（个体工商户）,0,1.0,7,4,aba
金川嘉诚机电物资部（个体工商户）,0,50.0,18,0,aba
小金县四姑娘山镇不厌民宿旅店（个体工商户）,0,10.0,18,2,aba
小金县雪之巅牦牛肉店（个体工商户）,0,8.0,15,0,aba
金川县红色农庄农家乐（个体工商户）,0,3.0,8,2,aba
小金县白三哥汽修店（个体工商户）,0,10.0,7,3,aba
金川县陈方华中蜂养殖场（个体工商户）,0,10.0,6,1,aba
小金县杰毅民宿旅店（个体工商户）,0,3.0,4,2,aba
小金县秀丹生活服务有限公司,0,3.0,19,3,aba
小金县友友全屋定制有限责任公司,0,5.0,6,0,aba
小金县雅馨民宿旅店（个体工商户）,0,10.0,16,2,aba
金川县毛明江道路货物运输部（个体工商户）,0,10.0,14,5,aba
小金县文鑫百货店（个体工商户）,0,8.0,8,0,aba
小金县藏牧牦牛土特产店（个体工商户）,0,30.0,13,0,aba
金川县鑫翔超市（个体工商户）,0,15.0,13,0,aba
金川海春农副产品销售有限公司,0,10.0,9,1,aba
金川县梨园金梦庄农家乐（个体工商户）,0,9.0,6,2,aba
小金县泊庭酒店（个体工商户）,0,50.0,18,2,aba
金川兴爵台球俱乐部（个体工商户）,0,7.0,17,6,aba
金川县兴隆五金经营部（个体工商户）,0,10.0,8,0,aba
小金县大马雅摄影工作室（个体工商户）,0,8.0,13,3,aba
小金县藏金电子商务有限责任公司,0,10.0,12,0,aba
小金县良田家庭农场（个人独资）,0,50.0,11,1,aba
金川县君客来酒店有限责任公司,0,50.0,9,2,aba
小金县清心雅苑民宿旅店（个体工商户）,0,10.0,4,2,aba
小金县山水上苑民宿旅店,0,60.0,19,2,aba
小金县艺洋劳务服务店（个体工商户）,0,10.0,14,3,aba
金川县瑞雪农旅发展有限责任公司,0,20.0,9,1,aba
小金县漫亭酒店（个体工商户）,0,10.0,8,2,aba
金川小唐批发部（个体工商户）,0,2.0,6,0,aba
金川县川藏古碉酒店（个体工商户）,0,20.0,19,2,aba
小金县世英家庭农场（个体工商户）,0,10.0,8,1,aba
小金县臻韵家庭农场（个人独资）,0,20.0,7,1,aba
金川县盛邦机械租赁经营部（个体工商户）,0,1.0,5,3,aba
小金县山货栈土特产店（个体工商户）,0,6.0,6,0,aba
金川县君发建筑工程机械租赁有限责任公司,0,60.0,6,3,aba
小金县金禧酒店（个体工商户）,0,80.0,20,2,aba
金川县渝知味餐饮店（个体工商户）,0,38.0,15,2,aba
小金县官静悠但民宿旅店（个体工商户）,0,10.0,12,2,aba
金川县明发餐饮农家乐（个体工商户）,0,0.5,8,4,aba
金川更尕服装销售有限公司,0,10.0,10,0,aba
金川宇吉农副产品销售有限公司,0,20.0,9,1,aba
小金县优鲜汇食品经营部（个体工商户）,0,10.0,8,0,aba
金川渡口餐饮农家乐（个体工商户）,0,5.0,5,2,aba
小金县鼎峰酒店（个体工商户）,0,50.0,19,2,aba
小金县五哥松鲜农副产品店（个体工商户）,0,5.0,18,0,aba
金川明华果蔬种植有限公司,0,10.0,9,1,aba
金川畅通无阻运输部（个体工商户）,0,1.0,8,5,aba
小金县觉巴观景民宿酒店,0,60.0,7,2,aba
金川县金耘源庄园（个体工商户）,0,10.0,16,2,aba
小金县格尔玛民宿旅店（个体工商户）,0,5.0,14,2,aba
小金县何斯曼家庭农场（个人独资）,0,20.0,10,1,aba
金川四海中药材贸易有限公司,0,20.0,9,1,aba
小金县观山牧雪民宿旅店（个体工商户）,0,10.0,8,2,aba
金川靓源美容有限责任公司,0,5.0,12,3,aba
金川县赞巴拉销售店（个体工商户）,0,30.0,19,0,aba
金川县仟茗餐饮农家乐（个体工商户）,0,10.0,4,2,aba
小金县藏情逸韵阁民宿旅店（个体工商户）,0,10.0,4,2,aba
小金县兴旺汽车救援有限责任公司,0,10.0,20,3,aba
小金县悦客之家民宿旅店（个体工商户）,0,10.0,19,2,aba
小金县云雅月影民宿旅店（个体工商户）,0,9.0,16,2,aba
金川县何氏中药材种植有限责任公司,0,10.0,9,1,aba
金川县舟车道路运输部（个体工商户）,0,10.0,8,5,aba
小金县食尚居农家乐店（个体工商户）,0,8.0,6,2,aba
小金县永逸酒类经营部（个体工商户）,0,10.0,20,0,aba
金川索南雅杰超市（个体工商户）,0,5.0,18,0,aba
金川县煜馨农机销售维修部（个体工商户）,0,10.0,18,0,aba
金川县凤悦居酒店有限责任公司,0,5.0,9,2,aba
金川县二嘎里高原土特产店（个体工商户）,0,4.0,7,0,aba
小金县简隐福居民宿酒店（个体工商户）,0,10.0,6,2,aba
小金县普惠堂中西医结合诊所（个人独资）,0,10.0,5,13,aba
金川良玉餐饮农家乐（个体工商户）,0,2.0,4,2,aba
金川急速道路运输部（个体工商户）,0,50.0,19,5,aba
小金县狮子堡民宿旅店（个体工商户）,0,10.0,18,2,aba
小金县被梦叫醒民宿旅店（个体工商户）,0,10.0,18,2,aba
小金县雅上望野民宿旅店（个体工商户）,0,10.0,18,2,aba
小金县四姑娘山镇月隐小满酒店（个体工商户）,0,10.0,15,2,aba
小金县全日鲜蔬菜店（个体工商户）,0,6.0,14,0,aba
小金县四姑娘山镇阿甲民宿酒店（个体工商户）,0,10.0,11,2,aba
小金县松泰水电有限公司,1,50.0,9,8,aba
金川县建蕊小卖部（个体工商户）,0,2.0,7,0,aba
小金县九诚建材商贸有限公司,0,10.0,15,0,aba
金川县勒尔吾罗让服装批发部（个体工商户）,0,5.0,15,0,aba
小金县祝二哥家庭农场（个人独资）,0,16.0,11,1,aba
小金县博远物业管理服务有限公司,0,6.0,8,12,aba
金川县每日惠购商店馆（个体工商户）,0,4.0,8,4,aba
小金县安业家庭农场（个体工商户）,0,10.0,6,1,aba
小金县凤杰民宿酒店（个体工商户）,0,90.0,19,2,aba
小金县仰望星空民宿旅店（个体工商户）,0,10.0,18,2,aba
小金县星辰远方民宿旅店（个体工商户）,0,10.0,15,2,aba
小金县诺拉酒店（个体工商户）,0,10.0,15,2,aba
小金县花间故事民宿酒店（个体工商户）,0,10.0,13,2,aba
金川县水煮人间火锅店（个体工商户）,0,5.0,13,2,aba
小金县温情百货店（个体工商户）,0,2.0,12,0,aba
小金县普济堂中西医结合诊所（个人独资）,0,10.0,10,13,aba
金川县正全农副产品销售有限责任公司,0,5.0,9,4,aba
小金县阿朗巴依民宿酒店（个体工商户）,0,5.0,8,2,aba
小金县本嘎斯达民宿旅店（个体工商户）,0,10.0,7,2,aba
金川县德胜情缘农家乐（个体工商户）,0,6.0,7,2,aba
小金县桃辉民宿旅店（个体工商户）,0,10.0,6,2,aba
金川县润泽家庭农场（个体工商户）,0,10.0,5,1,aba
小金县悦和兴居民宿旅店（个体工商户）,0,10.0,20,2,aba
小金县晖恩土特产店（个体工商户）,0,10.0,19,0,aba
小金县顺富农资经营店（个体工商户）,0,10.0,17,0,aba
小金县桃农印象家庭农场（个体工商户）,0,10.0,16,1,aba
小金县现巴民宿旅店（个体工商户）,0,10.0,14,2,aba
金川捌号台球俱乐部（个体工商户）,0,3.0,10,6,aba
金川县新生畜牧养殖有限责任公司,0,50.0,9,1,aba
小金县归山牧云民宿旅店（个体工商户）,0,10.0,7,2,aba
小金县德明建材店（个体工商户）,0,5.0,4,4,aba
小金县澜羲野奢民宿旅店（个体工商户）,0,50.0,20,2,aba
小金县叁禾美容工作室（个体工商户）,0,10.0,18,3,aba
小金县逸嘉酒店（个体工商户）,0,10.0,15,2,aba
小金县聚福来民宿旅店（个体工商户）,0,10.0,14,2,aba
小金县遇见山里民宿旅店（个体工商户）,0,10.0,14,2,aba
小金县阿东拉依民宿酒店（个体工商户）,0,10.0,12,2,aba
小金县淼满山居民宿旅店（个体工商户）,0,10.0,10,2,aba
金川县高原明珠茶楼（个体工商户）,0,1.0,6,4,aba
金川贡确服装销售有限公司,0,5.0,11,0,aba
小金县贵华民宿旅店（个体工商户）,0,10.0,19,2,aba
小金县四季别苑饭店（个体工商户）,0,10.0,19,2,aba
小金县和悦酒店（个体工商户）,0,60.0,18,2,aba
金川县福寿堂殡葬经营部（个体工商户）,0,2.0,14,0,aba
小金县前行汽车养护中心（个体工商户）,0,10.0,6,3,aba
金川县归山牧云绰斯甲店（个体工商户）,0,10.0,5,4,aba
小金县彭措食品店（个体工商户）,0,6.0,20,1,aba
金川县川龙农装维修销售店（个体工商户）,0,10.0,18,0,aba
小金县山边任家民宿酒店（个体工商户）,0,10.0,18,2,aba
金川县天御劳务部（个体工商户）,0,5.0,13,7,aba
金川红丽副食销售有限公司,0,10.0,9,4,aba
金川县三妹布庄店（个体工商户）,0,5.0,6,0,aba
金川县宏兴达食品有限公司,0,20.0,16,0,aba
小金县清风机械设备租赁经营部（个体工商户）,0,30.0,18,3,aba
小金县臻心土特产店（个体工商户）,0,5.0,17,0,aba
金川县手足护理中心（个体工商户）,0,6.0,14,3,aba
金川旦旦小卖部（个体工商户）,0,10.0,8,4,aba
金川县好又来休闲农家院（个体工商户）,0,10.0,7,2,aba
金川县土香情餐饮农家乐（个体工商户）,0,8.0,4,2,aba
金川家月食品销售有限公司,0,10.0,10,0,aba
金川县周福全批发部（个体工商户）,0,10.0,18,0,aba
小金县听山野奢民宿酒店（个体工商户）,0,10.0,14,2,aba
小金县有滋有味农家乐（个体工商户）,0,10.0,13,2,aba
金川县好运来餐饮农家乐（个体工商户）,0,10.0,8,2,aba
小金县嘉麟雅舍民宿酒店（个体工商户）,0,40.0,5,2,aba
小金县骏达货运代理服务部（个体工商户）,0,20.0,19,5,aba
金川县小马美食城餐饮店（个体工商户）,0,5.0,18,2,aba
小金县亚鸿机械租赁站（个体工商户）,0,10.0,18,3,aba
小金县众战机械租赁站（个体工商户）,0,20.0,18,3,aba
小金县闲逸商贸店（个体工商户）,0,10.0,15,0,aba
金川县福满楼休闲民宿（个体工商户）,0,8.0,7,2,aba
金川县望江楼茶府（个体工商户）,0,5.0,6,6,aba
金川县藏式服装店（个体工商户）,0,8.0,6,0,aba
金川县放心小吃店（个体工商户）,0,5.0,5,2,aba
金川县幸福餐饮农家乐（个体工商户）,0,8.0,4,2,aba
小金县财康家庭农场（个体工商户）,0,10.0,4,1,aba
小金县站柜种植场（个体工商户）,0,10.0,19,1,aba
小金县婷汐日用品批发部（个体工商户）,0,10.0,19,0,aba
小金县三州家电经营店（个体工商户）,0,10.0,18,0,aba
小金县勒拉扎民宿旅店（个体工商户）,0,10.0,17,2,aba
金川县王者台球俱乐部（个体工商户）,0,60.0,13,6,aba
小金县禾绒道民宿酒店（个体工商户）,0,30.0,12,2,aba
金川县普鲁劳务服务有限公司,0,10.0,9,3,aba
金川县彭多多零食经营部（个体工商户）,0,5.0,8,0,aba
小金县扎斯曼土特产店（个体工商户）,0,8.0,20,0,aba
小金县喜岑民宿旅店（个体工商户）,0,10.0,16,2,aba
小金县藏域风情民宿旅店（个体工商户）,0,5.0,14,2,aba
小金县巷往驿居民宿旅店（个体工商户）,0,50.0,14,2,aba
小金县英秀家庭农场（个体工商户）,0,90.0,13,1,aba
小金县踏入民宿旅店（个体工商户）,0,10.0,13,2,aba
小金县向春山民宿旅店（个体工商户）,0,10.0,10,2,aba
金川县玉波商贸有限责任公司,0,2.0,9,0,aba
金川县平生健颐舒生活艾究馆（个体工商户）,0,7.0,8,13,aba
金川县清源原舍茶楼（个体工商户）,0,10.0,4,2,aba
小金县念凤家庭农场（个体工商户）,0,10.0,18,1,aba
小金县丰航通讯设备店（个体工商户）,0,6.0,17,0,aba
金川县华莱士餐饮店（个体工商户）,0,15.0,16,2,aba
小金县车世界汽车美容服务中心（个体工商户）,0,10.0,15,3,aba
小金县陈陶建材店（个体工商户）,0,8.0,15,0,aba
金川县泽让藏餐茶楼（个体工商户）,0,2.0,8,6,aba
金川县樊薯薯餐饮店（个体工商户）,0,5.0,7,2,aba
小金县绿创家庭农场（个人独资）,0,10.0,7,1,aba
金川县拾光小院农家乐（个体工商户）,0,60.0,6,5,aba
小金县芳芳贸易有限公司,0,3.0,19,0,aba
小金县半景民宿旅店（个体工商户）,0,10.0,20,2,aba
小金县安莉通讯设备店（个体工商户）,0,6.0,19,0,aba
金川县时光伊人美容店（个体工商户）,0,60.0,16,3,aba
小金县晨夕有客民宿旅店（个体工商户）,0,10.0,13,2,aba
小金县归云清风民宿酒店（个体工商户）,0,20.0,13,2,aba
金川孙格尔甲小卖部（个体工商户）,0,2.0,8,0,aba
小金县珍珍发艺店（个体工商户）,0,2.0,8,3,aba
金川县牧人藏餐茶楼（个体工商户）,0,2.0,8,6,aba
金川县八号赢家台球俱乐部（个体工商户）,0,2.0,8,6,aba
小金县旭丰家畜养殖场（个体工商户）,0,8.0,7,1,aba
金川县卓越通讯店（个体工商户）,0,1.0,6,15,aba
金川树全食品销售有限公司,0,6.0,9,0,aba
小金县华翼通讯设备店（个体工商户）,0,6.0,18,0,aba
金川县央金马演绎茶馆（个体工商户）,0,5.0,17,2,aba
金川县杜哥厨卫电器店（个体工商户）,0,5.0,14,0,aba
小金县华尔曾民宿旅店（个体工商户）,0,5.0,14,2,aba
金川朗森通讯店（个体工商户）,0,5.0,13,0,aba
金川罗让唐卡大师工作室（个体工商户）,0,5.0,9,4,aba
金川盛英劳务服务部（个体工商户）,0,10.0,9,7,aba
小金县富山酒店（个体工商户）,0,10.0,8,2,aba
小金县文婆婆百货店（个体工商户）,0,10.0,6,0,aba
小金县唐明剑家具销售店（个体工商户）,0,10.0,4,4,aba
小金县半山云逸民宿旅店（个体工商户）,0,10.0,4,2,aba
小金县暮景山水别院民宿酒店（个体工商户）,0,10.0,20,2,aba
金川辰皓酒店用品批发部（个体工商户）,0,4.5,20,0,aba
小金县嘉瑞民宿酒店（个体工商户）,0,10.0,17,2,aba
小金县卓玛民宿旅店（个体工商户）,0,10.0,16,2,aba
小金县爱美丽美容护理馆（个体工商户）,0,2.0,15,3,aba
小金县悦庭民宿旅店（个体工商户）,0,20.0,15,2,aba
小金县平哥玩具店（个体工商户）,0,5.0,15,0,aba
小金县陈遇餐饮服务店（个体工商户）,0,10.0,7,2,aba
金川千茶万别茶楼馆（个体工商户）,0,10.0,6,6,aba
小金县博杰民宿旅店（个体工商户）,0,20.0,13,2,aba
小金县云婷民宿旅店（个体工商户）,0,10.0,12,2,aba
金川睿宇农业开发有限责任公司,0,10.0,9,1,aba
金川县赵家小卖部（个体工商户）,0,1.0,7,0,aba
小金县次只罗民宿旅店（个体工商户）,0,10.0,7,2,aba
小金县朗卡土特产店（个体工商户）,0,10.0,5,0,aba
金川县青柠健身运动综合馆（个体工商户）,0,8.0,4,6,aba
小金县悦季民宿酒店（个体工商户）,0,10.0,17,2,aba
小金县璞雄达吉民宿旅店（个体工商户）,0,10.0,15,2,aba
金川县杨林华苗木和中药材经营部（个体工商户）,0,6.0,14,1,aba
金川林倩商务信息咨询有限公司,0,5.0,9,4,aba
小金县云发铁艺加工店（个体工商户）,0,6.0,8,4,aba
小金县品搏鲜肉果蔬超市（个体工商户）,0,10.0,8,0,aba
金川县云边小卖部（个体工商户）,0,2.0,8,0,aba
小金县静心山宿民宿旅店（个体工商户）,0,10.0,7,2,aba
小金县萨武藏梦居民宿旅店（个体工商户）,0,10.0,7,2,aba
小金县览山美宿民宿旅店（个体工商户）,0,10.0,7,2,aba
金川县贤能劳务部（个体工商户）,0,1.0,7,3,aba
金川县恒业劳务部（个体工商户）,0,1.0,7,0,aba
金川县众腾劳务部（个体工商户）,0,1.0,7,7,aba
小金县徐家梁子格拉民宿旅店（个体工商户）,0,3.0,6,2,aba
金川县显红副食销售有限公司,0,8.0,10,2,aba
小金县观云伴山民宿酒店（个体工商户）,0,10.0,20,2,aba
小金县达鑫通讯设备店（个体工商户）,0,6.0,19,0,aba
金川县印象洋芋饭餐饮店（个体工商户）,0,5.0,16,2,aba
小金县文雅山水民宿酒店（个体工商户）,0,3.0,14,2,aba
金川县小城茶社茶馆（个体工商户）,0,10.0,13,2,aba
小金县林涧商贸店（个体工商户）,0,10.0,11,0,aba
金川川香余味店（个体工商户）,0,1.0,9,2,aba
小金县花田醉民宿旅店（个体工商户）,0,10.0,8,2,aba
小金县牛成芳家庭农场（个人独资）,0,6.0,8,1,aba
金川福汇餐馆店（个体工商户）,0,10.0,6,2,aba
小金县新店子百货店（个体工商户）,0,10.0,4,0,aba
小金县达雍土特产店（个体工商户）,0,30.0,20,0,aba
金川钟五姐批发部（个体工商户）,0,2.8,20,0,aba
金川合通商贸部（个体工商户）,0,10.0,18,5,aba
金川县秦家餐饮农家院（个体工商户）,0,30.0,15,2,aba
金川新天地酒吧有限公司,0,50.0,6,2,aba
金川县亿合运输部（个体工商户）,0,1.0,6,5,aba
小金县招财猫百货店（个体工商户）,0,10.0,4,0,aba
金川思婕贸易有限公司,0,10.0,6,0,aba
小金县雨鑫民宿旅店（个体工商户）,0,10.0,20,2,aba
小金县华尔旦格勒百货店（个体工商户）,0,6.0,20,0,aba
小金县周周通讯设备店（个体工商户）,0,6.0,19,0,aba
小金县尚吉民宿旅店（个体工商户）,0,20.0,17,2,aba
小金县明明摄影工作室（个体工商户）,0,5.0,13,3,aba
金川梨花小院坊（个体工商户）,0,5.0,12,2,aba
金川扎西泽错餐饮店（个体工商户）,0,1.0,8,2,aba
小金县观岚小筑民宿旅店（个体工商户）,0,10.0,7,2,aba
金川桑姆酒馆（个体工商户）,0,10.0,6,2,aba
小金县好品全土特产店（个体工商户）,0,10.0,6,1,aba
小金县冷峰工程机械租赁服务站（个体工商户）,0,10.0,6,3,aba
小金县汪汪家庭农场（个体工商户）,0,10.0,5,1,aba
小金县博涵土特产店（个体工商户）,0,8.0,20,0,aba
小金县斑叠民宿旅店（个体工商户）,0,10.0,20,2,aba
金川龙厂长火锅店（个体工商户）,0,10.0,18,2,aba
小金县翔宏工程机械租赁部（个体工商户）,0,10.0,17,3,aba
小金县凯飞厨卫经营店（个体工商户）,0,5.0,16,0,aba
小金县云上阁餐饮店（个体工商户）,0,10.0,15,2,aba
小金县车悦汽修服务中心（个体工商户）,0,25.0,15,3,aba
小金县原舍民宿旅店（个体工商户）,0,10.0,15,2,aba
金川县老马炒面馆（个体工商户）,0,10.0,15,2,aba
小金县邦农中草药种植专业合作社,0,30.0,14,1,aba
小金县卡斯之旅民宿酒店（个体工商户）,0,10.0,14,2,aba
金川蜀一仙牛肉面馆（个体工商户）,0,3.0,12,2,aba
小金县藏棘食品饮料销售有限责任公司,0,10.0,10,0,aba
金川县卓林宾馆（个体工商户）,0,30.0,10,2,aba
金川县伍家榨油有限公司,0,5.0,6,4,aba
小金县天宫工程机械租赁有限责任公司,0,20.0,5,3,aba
金川县格萨尔民用店（个体工商户）,0,4.0,15,0,aba
小金县艺辉民宿旅店（个体工商户）,0,10.0,14,2,aba
小金县馨缘民宿酒店（个体工商户）,0,60.0,13,2,aba
金川川香余味餐饮店（个体工商户）,1,0.5,10,2,aba
金川县甲布足中药材种植有限责任公司,0,10.0,9,1,aba
金川县宜品坊酒业店（个体工商户）,0,9.0,7,4,aba
金川县时光小卖铺（个体工商户）,0,5.0,5,0,aba
金川县景家大院农家乐（个体工商户）,0,6.0,4,2,aba
小金县雪城山居民宿旅店（个体工商户）,0,10.0,18,2,aba
小金县慕尚理发店（个体工商户）,0,10.0,18,3,aba
小金县棠朵酒店（个体工商户）,0,10.0,18,2,aba
金川鑫野露营吧（个体工商户）,0,26.0,16,2,aba
小金县山居雅舍民宿旅店（个体工商户）,0,10.0,13,2,aba
小金县王二妹农药销售店（个人独资）,0,50.0,13,0,aba
小金县杰媛民宿旅店（个体工商户）,0,10.0,12,2,aba
小金县清风雅居民宿旅店（个体工商户）,0,10.0,12,2,aba
小金县半夏时光酒店（个体工商户）,0,10.0,11,2,aba
金川县瑞经餐饮文化有限责任公司,0,1.0,9,2,aba
小金县江湖情演艺中心（个人独资）,0,20.0,7,2,aba
金川国兵肉铺（个体工商户）,0,15.0,20,0,aba
小金县山屯庄土特产店（个体工商户）,0,6.0,16,0,aba
小金县旺街味蕾餐饮店（个体工商户）,0,3.0,14,2,aba
小金县一叶庭苑民宿旅店（个体工商户）,0,10.0,14,2,aba
小金县妲姆措民宿旅店（个体工商户）,0,10.0,13,2,aba
小金县妙思湾民宿旅店（个体工商户）,0,10.0,12,2,aba
金川兴农种子经营部（个体工商户）,0,3.0,8,1,aba
小金县德川源土特产店（个体工商户）,0,10.0,8,0,aba
小金县国东货物运输站（个体工商户）,0,10.0,8,5,aba
小金县远途广告设计服务店（个体工商户）,0,2.0,7,3,aba
金川县营养茶楼（个体工商户）,0,1.0,7,4,aba
小金县逸帆小屋民宿旅店（个体工商户）,0,10.0,7,2,aba
小金县鲜烧餐饮店（个体工商户）,0,5.0,4,2,aba
金川祖华餐饮农家乐（个体工商户）,0,5.0,4,2,aba
金川范衣库服装销售有限责任公司,0,10.0,10,0,aba
小金县博美建材店（个体工商户）,0,10.0,19,0,aba
小金县罗强蔬菜店（个体工商户）,0,6.0,19,0,aba
小金县楠溪别院民宿旅店（个体工商户）,0,10.0,17,2,aba
金川县顶点酒水经营部（个体工商户）,0,15.0,16,0,aba
小金县沐云山语酒店（个体工商户）,0,5.0,16,2,aba
金川县切央虫草行（个体工商户）,0,5.0,16,0,aba
小金县酒别重逢酒吧（个体工商户）,0,20.0,16,2,aba
小金县尕瓦民宿旅店（个体工商户）,0,5.0,13,2,aba
小金县别有洞天民宿旅店（个体工商户）,0,5.0,13,2,aba
小金县册吉民宿旅店（个体工商户）,0,5.0,13,2,aba
小金县八门民宿旅店（个体工商户）,0,10.0,12,2,aba
金川县澳洁干洗店（个体工商户）,0,10.0,12,3,aba
小金县山野栖宿民宿酒店（个体工商户）,0,5.0,11,2,aba
金川县和谐社区养老服务有限责任公司,0,10.0,9,13,aba
小金县雪凤蔬菜店（个体工商户）,0,2.0,7,0,aba
小金县俊成建筑工程机械租赁站（个体工商户）,0,20.0,5,3,aba
金川正兵餐饮农家乐（个体工商户）,0,5.0,4,2,aba
金川艾尚州际酒店管理有限责任公司,0,10.0,9,2,aba
金川咯尔丹斯建材销售有限公司,0,20.0,10,0,aba
小金县晒坝邓家民宿旅店（个体工商户）,0,10.0,20,2,aba
小金县铂颜化妆品店（个体工商户）,0,8.0,18,0,aba
小金县双子星民宿酒店（个体工商户）,0,50.0,17,2,aba
金川县山河筑城五金销售店（个体工商户）,0,10.0,17,0,aba
小金县阿秋拉尕摄影服务工作室（个体工商户）,0,40.0,16,3,aba
小金县刘三哥副食品批发部（个体工商户）,0,3.0,15,0,aba
小金县丽湖餐饮店（个体工商户）,0,10.0,14,2,aba
小金县山里见民宿旅店（个体工商户）,0,10.0,14,2,aba
金川县富顺茶楼（个体工商户）,0,8.0,7,2,aba
金川县乡里人家农家乐（个体工商户）,0,10.0,4,5,aba
小金县忆星辰民宿旅店（个体工商户）,0,10.0,20,2,aba
小金县升桃副食店（个体工商户）,0,6.0,20,0,aba
小金县诗与远方民宿酒店,0,50.0,19,2,aba
小金县三只熊披萨店（个体工商户）,0,10.0,17,2,aba
金川刘思彤中一铺（个体工商户）,0,1.0,16,3,aba
小金县栖心驿站民宿旅店（个体工商户）,0,10.0,16,2,aba
小金县童趣屋游乐园（个体工商户）,0,4.0,15,6,aba
金川微八台球俱乐部（个体工商户）,0,8.0,11,3,aba
小金县子花家畜养殖场（个体工商户）,0,10.0,7,1,aba
金川县藏吧啦藏餐店（个体工商户）,0,6.0,6,5,aba
小金县嘞德热民宿旅店（个体工商户）,0,10.0,6,2,aba
小金县萨玛民宿旅店（个体工商户）,0,10.0,6,2,aba
小金县姜哥焊接加工店（个体工商户）,0,6.0,6,4,aba
金川建碧汽车配件销售部（个体工商户）,0,2.0,5,5,aba
金川县百顺餐饮农家乐（个体工商户）,0,6.0,4,2,aba
小金县清风澜漪酒吧（个体工商户）,0,30.0,20,2,aba
小金县瑞豪智能酒店（个体工商户）,0,10.0,19,2,aba
小金县蒋国民纺织店（个体工商户）,0,2.0,17,4,aba
小金县九哥民宿旅店（个体工商户）,0,10.0,16,2,aba
